word,level,meaning_en
면세점,II,duty-free shop
면접,II,interview
면접관,II,interviewer
면접시험,II,interview test
면허증,II,license
명랑,II,"cheerfulness, brightness"
명랑하다,II,"to be cheerful, to be bright"
명사,II,noun
명소,II,famous place
명품,II,"masterpiece, designer goods"
몇몇,II,"some, few"
모국어,II,native language
모기,II,mosquito
모델,II,model
모래,II,sand
모범생,II,model student
모습,II,appearance
모음,II,vowel
모자라다,II,to be insufficient
모집,II,recruitment
모험심,II,adventurous mind
모형,II,"model, figure"
목마르다,II,to be thirsty
목사,II,pastor
목숨,II,life
목욕탕,II,public bath
목적지,II,destination
목표,II,"target, goal"
몰라보다,II,"to be unaware of, to not realize"
몰래,II,secretly
몰려들다,II,to gather
몰리다,II,to get crowded
몸무게,II,bodyweight
몸짓,II,gesture
몹시,II,"very, terribly"
못생기다,II,to be ugly
무게,II,weight
무관심,II,indifference
무너지다,II,"to collapse, to be pulled down"
무늬,II,pattern
무대,II,(performance) stage
무더위,II,extreme heat (in summer)
무덤,II,tomb
무덥다,II,to be hot and humid
무렵,II,around (the time)
무사히,II,safely
무서워하다,II,to be scared
무선,II,wireless
무소식,II,no news
무시,II,"disregard, neglect"
무인,II,"unmanned, no person"
무조건,II,absolutely
무지개,II,rainbow
무통장 입금,II,"electronic transfer, ATM deposit"
묵다,II,to stay (at a hotel)
묶다,II,"to bundle, to tie"
문구,II,stationery
문명,II,civilization
문법,II,grammar
문병,II,a visit to a sick person
문서,II,documents
문의,II,inquiry
문자,II,"SMS, short messages, letters"
문제점,II,problem
문학,II,literature
문화생활,II,cultural life
문화유산,II,cultural heritage
문화적,II,being cultural
묻히다,II,"to put on, to get buried"
물가,II,price
물고기,II,fish
물냉면,II,Korean cold noodle
물다,II,to bite
물러서다,II,"to step back, to withdraw"
물려주다,II,"to pass on, to leave"
물리다,II,"to be stung, to get bitten"
물방울,II,water drop
물약,II,liquid medicine
물음,II,question
물질,II,quality
물품,II,"product, goods"
뮤지컬,II,musical
미끄러지다,II,to slide
미끄럽다,II,to be slippery
미루다,II,"to procrastinate, to extend"
미소,II,smile
미역,II,seaweed
미역국,II,seaweed soup
미용사,II,barber
미인,II,beautiful woman
미치다,II,"to go mad, to be crazy"
미팅,II,blind date
미혼,II,"an unmarried, single person"
민박,II,"lodge, a local hotel"
민속,II,folklore
민속놀이,II,folk play
민요,II,folk song
민족,II,ethnic group
믿다,II,to believe in
믿음,II,"trust, faith"
믿음직스럽다,II,to be reliable
믿음직하다,II,to be trustworthy
밀다,II,to push
밀려오다,II,"to rush in, to be pushed into"
밀리미터,II,millimeter
밉다,II,"to hate, to be annoying"
및,II,and
밑줄,II,underline
바가지,II,gourd
바구니,II,basket
바깥,II,"outside, outdoor"
바느질,II,needlework
바늘,II,needle
바닥,II,"bottom, floor"
바닥나다,II,to run out
바닷물,II,seawater
바둑,II,game of go
바라보다,II,to look at
바보,II,"idiot, stupid"
바위,II,"rock, stone"
바이러스,II,virus
바퀴,II,wheels
바탕,II,"background, foundation"
박사,II,"doctoral degree, Ph.D."
박스,II,box
반가워하다,II,"to be pleased, to be glad"
반납,II,return
반납일,II,return date
반대,II,opposite
반대말,II,opposite word
반대쪽,II,opposite side
반드시,II,"without fail, certainly"
반말,II,casual talk
반복,II,repeat
반성,II,"introspection, self-contemplation"
반응,II,reaction
반짝반짝,II,"shiny, sparkly"
반짝이다,II,"to shine, to glitter"
반품,II,refund
반하다,II,to fall in love
받아들이다,II,to accept
발걸음,II,footsteps
발견,II,discovery
발급,II,issuance
발달,II,development
발레,II,ballet
발명,II,invention
발목,II,ankle
발생,II,occurrence
발자국,II,footprints
발표자,II,presenter
발표회,II,presentation
밝히다,II,"to reveal, to disclose"
밟다,II,to step on
밤새,II,"all night, during the night"
밤새우다,II,to stay up all night
밥그릇,II,rice bowl
밥맛,II,"appetite, the taste of rice"
밥상,II,table for having a meal
방금,II,just now
방문,II,visit
방송사,II,broadcasting company
방식,II,"method, style"
방청객,II,audience
방해,II,"interference, interruption"
방향,II,direction
밭,II,(farm) field
배경,II,background
배꼽,II,belly button
배낭,II,backpack
배낭여행,II,backpack trip
배려,II,consideration
배우자,II,spouse
배추,II,cabbage
배터리,II,battery
뱀,II,snake
뱉다,II,to spit out
버릇,II,"habit, manner"
버릇없다,II,to have bad manners
버섯,II,mushroom
버튼,II,button
번역,II,translation
번호표,II,number ticket
벌금,II,fine
벌리다,II,"to open, to spread"
벌집,II,honeycomb
범위,II,range
범인,II,"criminal, offender"
범죄,II,crime
법,II,law
법원,II,court of law
벗기다,II,to take off (clothes)
벗어나다,II,to get out
베개,II,pillow
벨,II,bell
벨트,II,belt
벼,II,rice plant
벼락,II,thunder
벼룩시장,II,flea market
벽걸이,II,wall-hanging
벽돌,II,brick
변경,II,"change, alter"
변기,II,toilet bowl
변명,II,excuse
변비,II,constipation
변하다,II,to change
변화,II,change
별명,II,nickname
별일,II,"something else, something that has changed"
병문안,II,a visit to a sick person
보고,II,report
보고서,II,(written) report
보고회,II,reporting/briefing session
보관,II,storage
보관실,II,storage room
보기,II,"example, sample"
보너스,II,bonus
보람,II,the feeling of reward
보름,II,the fifteenth day of the calendar
보름달,II,full moon
보물,II,treasure
보살피다,II,to take care of
보약,II,"supplement, acupuncture medicine"
보증금,II,deposit
보충,II,replenishment
보험,II,insurance
보험금,II,insurance money
보험료,II,insurance fee
보호,II,protection
복,II,fortune
복권,II,lottery
복날,II,the day of the year to eat nourishing food
복도,II,"corridor, hallway"
복사,II,copy
복사기,II,copy machine
복습,II,review
복통,II,stomach ache
본론,II,main discussion topic
본문,II,the original literature
볼거리,II,highlights/fun things to see
볼륨,II,volume
볼링,II,bowling
볼링장,II,bowling gym
볼일,II,errand
봉사,II,volunteer
봉사자,II,volunteer person
부끄러워하다,II,to be ashamed of
부끄럽다,II,"to be shy, to be ashamed"
부담,II,"burden, pressure"
부딪치다,II,to collide
부딪히다,II,to get collided
부러워하다,II,to feel jealous
부러지다,II,to get broken
부럽다,II,to be envious of
부분,II,part
부사,II,advert
부상,II,injury
부상자,II,injured person
부서,II,department
부서지다,II,to be shattered
부자,II,rich person
부작용,II,side effects
부잣집,II,rich family
부정적,II,being negative
부족,II,"being not enough, lacking"
부주의,II,carelessness
부지런히,II,"eagerly, diligently"
부채,II,fan
부케,II,bouquet
부피,II,"size, volume"
분량,II,quantity
분리,II,separation
분리수거,II,garbage recycling
분명하다,II,"to be distinct, to be clear"
분명히,II,"clearly, explicitly"
분실,II,loss
분실물,II,lost and found
분홍색,II,pink color
불가능,II,impossibility
불가능하다,II,to be impossible
불경기,II,economic depression
불교,II,buddhism
불규칙,II,irregularity
불꽃놀이,II,firework
불량,II,"defective product, misconduct"
불만,II,dissatisfaction
불면증,II,insomnia
불법,II,illegal
불빛,II,"flame, light"
불쌍하다,II,to be pathetic
불안,II,anxiety
불안감,II,an anxious feeling
불어나다,II,"to increase, to become bigger"
불친절,II,to be unkind
불태우다,II,to burn
불편,II,inconvenience
불평,II,complaints
불필요,II,unnecessary
불행,II,misfortune
붉다,II,to be red
붐비다,II,to be crowded
붕어빵,II,baked bread with red beans inside (street food)
붙잡다,II,to catch
붙잡히다,II,to get caught
뷔페,II,buffet
브랜드,II,brand
브레이크,II,brake
블라인드,II,blind
블로그,II,blog
비교,II,comparison
비교적,II,being comparative
비닐,II,vinyl
비다,II,"to be vacant, to be empty"
비디오카메라,II,video camera
비록,II,even if
비만,II,obesity
비바람,II,"rain and wind, typhoon"
비비다,II,"to mix, to rub"
비빔냉면,II,Korean style cold noodles with spicy sauce
비상약,II,emergency medicine
비용,II,cost
비우다,II,to make something empty
비자,II,visa
비추다,II,to illuminate
비타민,II,vitamin
비하다,II,to compare
빗길,II,rainy road
빚,II,debt
빛,II,light
빠뜨리다,II,to drop
빠지다,II,"to fall in love, to sink down"
빠짐없이,II,all without exception
빨개지다,II,to get red
빼앗기다,II,to be taken away
빼앗다,II,to take away
뺨,II,cheek
뻔하다,II,"to be obvious, to be clear"
뻗다,II,to extend
뽑다,II,"to pull out, to choose"
뿌리,II,root
뿌리다,II,"to spray, to spread"
사건,II,incident
사고방식,II,way of thinking
사교적,II,being sociable
사귀다,II,to date
사라지다,II,to disappear
사로잡다,II,to capture
사막,II,desert
사망,II,death
사망자,II,"the dead, casualty, victim"
사모님,II,wife (of a boss)
사무소,II,office
사생활,II,privacy
사슴,II,deer
사실,II,fact
사업,II,business
사용료,II,usage fee
사용법,II,how to use
사우나,II,sauna
사은품,II,"appreciation gift, gift"
사이버,II,cyber
사이좋다,II,to be in a good relationship
사이트,II,website
사정,II,"circumstances, situation"
사진관,II,photo studio
사진첩,II,photo album
사춘기,II,puberty
사투리,II,dialect
사표,II,resignation
사회,II,society
사회생활,II,social life
사회자,II,"moderator, chairperson"
사회적,II,being social
산꼭대기,II,mountain summit
산더미,II,pile
산부인과,II,obstetrics and gynecology
산불,II,forest fire
산업,II,industry
산책로,II,walking path
살리다,II,"to keep someone alive, to bring someone to life"
살림,II,living
살아가다,II,to live
살아나다,II,to be saved
살아남다,II,to survive
살아오다,II,to come alive
살인,II,murder
살짝,II,"slightly, quietly"
살찌다,II,to get fat
살펴보다,II,"to explore, to observe"
살피다,II,"to explore, to observe"
삶,II,life
삶다,II,to boil
삼겹살,II,grilled pork belly
삼일절,II,Korean independence movement day
삼키다,II,to swallow
상,II,"prize, reward"
상가,II,"shopping street, shopping district"
상관없다,II,to have no relation
상관없이,II,regardless
상금,II,"prize money, reward"
상담,II,"consultation, counseling"
상담실,II,counseling room
상담원,II,counselor
상담자,II,consultant
상당히,II,"fairly, pretty"
상대,II,opponent
상대방,II,opponent
상대편,II,the other person
상상,II,imagination
상상력,II,imagination
상승,II,"rise, increase"
상식,II,"common knowledge, common sense"
상업,II,commerce
상업적,II,being commercial
상인,II,merchant
상점,II,store
상징,II,symbol
상쾌하다,II,to feel cool and fresh
상태,II,status
상표,II,label
상품권,II,gift certificate
상하다,II,"to get rotten, to get damaged"
상황,II,"situation, status"
새다,II,to dawn
새롭다,II,to be new
새어머니,II,stepmother
새우다,II,to stay overnight
새치기,II,cutting line/que
새해,II,new year
색다르다,II,"to be eccentric, to be unique, to be new"
색상,II,color
생각나다,II,"to remember, to recall"
생강차,II,ginger tea
생겨나다,II,"to emerge, to occur"
생김새,II,appearance
생략,II,"omission, deletion"
생머리,II,straight hair
생명,II,life
생산,II,production
생생하다,II,to be fresh
생중계,II,live broadcast
생필품,II,daily necessities
생활비,II,"cost of living, living stipend"
생활수준,II,quality of living
서너,II,three or four
서두르다,II,"to hurry, to rush"
서랍,II,drawer
서론,II,introduction
서명,II,signature
서부,II,western
서빙,II,serving
서서히,II,gradually
서운하다,II,"to be sorry, to be remorseful"
서투르다,II,"to be clumsy, to be unskilled"
석사,II,master's degree
석식,II,dinner
석유,II,"oil, petroleum"
석탄,II,coal
섞다,II,"to mix, to rub"
선,II,line
선글라스,II,sunglasses
선선하다,II,"to be cool, to be chilly"
선진국,II,developed country
선착순,II,order of arrival
설,II,theory
설득,II,persuasion
설마,II,no way
설명서,II,manual
설문조사,II,questionnaire
설문지,II,questionnaire
설사,II,"even if, for example, diarrhea"
섭섭하다,II,"to be sorry, to be regrettable"
성공,II,success
성능,II,"performance, function"
성당,II,catholic church
성명,II,"statement, signature"
성별,II,gender
성실,II,diligent
성인,II,adult
성인병,II,"adult diseases, lifestyle diseases"
성적,II,grades
성적표,II,grade report card
성형,II,plastic surgery
세계적,II,"being global, being worldwide"
세금,II,tax
세기,II,century
세다,II,to count
세대,II,generation
세련,II,sophistication
세면대,II,"washbasin, sink"
세면도구,II,"toiletries, washing accessories"
세미나,II,seminar
세배,II,"triple, 3 times"
세뱃돈,II,new year's money
세상,II,world
세월,II,years
세제,II,detergent
세탁물,II,laundry
셔츠,II,shirt
셔틀버스,II,shuttle bus
소감,II,"thoughts, feelings"
소개팅,II,blind date
소규모,II,small scale
소극장,II,small theater
소극적,II,being passive
소나기,II,(sudden) shower/rain
소년,II,young boy
소득,II,income
소망,II,hope
소매,II,sleeve
소매치기,II,pickpocketing
소문,II,"rumors, reputation"
소방관,II,firefighter
소방서,II,fire department
소방차,II,firetruck
소비,II,consumption
소비자,II,consumer
소설책,II,novel
소수,II,"minority, a small number"
소스,II,sauce
소심하다,II,"to be timid, to be cowardly"
소용,II,way of use
소용없다,II,useless
소원,II,wish
소음,II,noise
소주,II,"soju, a Korean liquor"
소중하다,II,to be important
소중히,II,"valuably, carefully"
소화,II,digestion
속다,II,to be tricked
속담,II,proverb
속도,II,speed
속도위반,II,speed violation
속력,II,speed
속상하다,II,"to be annoying, to be regretful, to be sad"
속옷,II,underwear
속이다,II,to deceive
손바닥,II,palm
손발,II,hands and legs
손쉽다,II,to be easy
손자,II,grandson
손잡이,II,"handle, rail"
손질,II,"trimming, repair"
솔직하다,II,to be honest
솔직히,II,"honestly, frankly"
솜씨,II,"skill, tricks"
송금,II,money transfer
쇠,II,iron
쇠고기,II,beef
쇼,II,show
쇼핑몰,II,shopping mall
쇼핑백,II,shopping bag
쇼핑센터,II,shopping center
수거,II,"pickup, collection"
수고,II,"hardship, hard work"
수단,II,"means, method"
수도꼭지,II,water faucet
수량,II,"quantity, amount"
수료식,II,completion ceremony
수리,II,repair
수리비,II,repair cost
수면,II,sleep
수면제,II,sleeping pills
수명,II,lifespan
수산물,II,seafood
수상,II,prime minister
수선,II,repair (clothes)
수선하다,II,to repair (clothes)
수수료,II,"commission, fee, charge"
수입,II,"import, income"
수정,II,"revision, crystal"
수준,II,level
수집,II,collection
수출,II,export
수표,II,(money) check
수학여행,II,school excursion
숙녀복,II,women's clothing
숙박,II,"lodging, accomodating"
숙박비,II,accommodation fee
숙소,II,accommodation
숙이다,II,"to get low, to bend low"
순간,II,moment
순두부찌개,II,Sundubu soup
술자리,II,drinking party
술잔,II,"glasses, cup"
술집,II,bar
숨기다,II,to hide (something)
숨다,II,to hide
숫자,II,numbers
숲,II,forest
스님,II,buddhist monk
스스로,II,by oneself
스캐너,II,scanner
스타일,II,style
스티커,II,stickers
스프,II,soup
스피커,II,speaker
슬리퍼,II,slipper
슬픔,II,"sorrow, sadness"
습기,II,moisture
습도,II,humidity
승강기,II,elevator
승객,II,passenger
승리,II,victory
승용차,II,passenger car
승진,II,promotion
승차,II,"riding, boarding"
시각,II,visual sense
시대,II,"era, generation"
시도,II,"attempt, trial"
시력,II,sight
시리다,II,"to feel a chill, to be painfully cold"
시부모님,II,parent-in-law
시스템,II,system
시아버지,II,father-in-law
시어머니,II,mother-in-law
시외버스,II,intercity bus
시인,II,poet
시집,II,"poetry collection, marriage (for women)"
시집가다,II,to get married (for women)
시청각실,II,multimedia room
시청자,II,"audience, viewer"
시합,II,"competition, match"
시험공부,II,studying for an exam
식,II,"formula, method"
식구,II,familly
식료품,II,grocery
식물,II,plant
식물원,II,botanical garden
식비,II,food expenses
식생활,II,diet
식습관,II,eating habits
식욕,II,appetite
식용유,II,cooking oil
식초,II,vinegar
식품,II,food
식후,II,after a meal
신고,II,report
신기다,II,to make someone wear (shoe)
신기술,II,new technology
신기하다,II,"to be mysterious, to be amazing, to be marvelous"
신나다,II,"to be excited, to have fun"
신도시,II,new city
신랑,II,groom
신랑감,II,groom candidate
신문사,II,newspaper company
신문지,II,newspaper
신부,II,"bride, father (christianity)"
신분증,II,identification document
신상품,II,new item
신선하다,II,to be fresh
신세대,II,new generation
신용,II,"credit, trust"
신입생,II,freshmen
신제품,II,new product
신청자,II,applicant
신체,II,body
신형,II,new model
신호,II,signal
신혼,II,newly married
신혼부부,II,"newlyweds, newly-married couple"
신혼여행,II,honeymoon
싣다,II,"to put on, to pile on"
실,II,"yarn, thread"
실내,II,indoor
실력,II,ability
실망,II,disappointment
실시,II,implementation
실용적,II,being practical
실은,II,"in fact, actually"
실제,II,"in fact, actually"
실제로,II,"in fact, actually"
실종,II,"disappearance, missing"
실종자,II,missing person
실천,II,"(put into) practice, action"
실컷,II,as much as one wants
실크,II,silk
실패,II,failure
실험,II,experiment
실험실,II,laboratory
싫증,II,"to get sick of, to get tired of"
심각하다,II,to be serious
심다,II,to plant
심리학,II,psychology
심리학자,II,psychologist
심부름,II,errand
심심하다,II,to be bored
심장,II,heart
심장병,II,heart disease
싱싱하다,II,"to be fresh, to be lively"
싱크대,II,sink
싸구려,II,cheap thing
싸움,II,fight
쌀쌀하다,II,to be chilly
쌍둥이,II,twins
쌓다,II,"to stack, to build"
쏘다,II,to shoot
쏟다,II,to spill
쏟아지다,II,"to spill, to pour, to fall heavily"
쑥스럽다,II,to be shy
쓰러지다,II,"to fall, to collapse"
쓰레기통,II,trash can
쓸데없다,II,"to be needless, to be useless"
쓸데없이,II,"uselessly, unreasonably"
쓸쓸하다,II,to be lonely
씌우다,II,to cover
씨름,II,"Sireum, Korean Sumo"
씩씩하다,II,"to be reliable, to be strong"
아깝다,II,"to be regrettable, to be precious"
아끼다,II,"to save, to be frugal"
아나운서,II,announcer
아니,II,no
아동,II,child
아랫사람,II,"one's junior, one's subordinate"
아르바이트,II,part-time job
아리랑,II,Arirang (Korean traditional song)
아무것,II,"any, what"
아무래도,II,"anyhow, whatever"
아무런,II,"any sort of, in any way"
아무리,II,no matter how
아무튼,II,anyway
아쉬움,II,"frustration, regret"
아쉽다,II,"to be unsatisfied, to be sorry"
아이디,II,"username, ID"
아이디어,II,idea
아침저녁,II,morning and evening
아픔,II,pain
악몽,II,nightmare
악수,II,handshake
안개,II,fog
안과,II,ophthalmology
안내문,II,"announcement, notice"
안내서,II,"guidebook, handbook"
안내소,II,information office
안되다,II,"to fail, to not go well"
안방,II,master's bedroom
안부,II,"news, regards"
안색,II,complexion
안심,II,relief
안약,II,eye drop
안전선,II,safety line
안주,II,snack (served with alcoholic beverages)
안쪽,II,inside
안타깝다,II,to feel sorry
앉히다,II,to let/make someone sit down
알,II,"egg, ball"
알레르기,II,allergy
알아듣다,II,to understand
알아보다,II,to recognize
알아주다,II,"to admit, to accept"
알약,II,tablet medicine
알코올,II,alcohol
암,II,cancer
앞날,II,future
앞두다,II,to have something ahead
앞뒤,II,before and after
앞머리,II,(hair) bangs
애기,II,baby
애완견,II,pet dog
애완동물,II,pets
애인,II,lover
애정,II,"love, affection"
애프터서비스,II,after-sales service
액자,II,picture frame
앨범,II,album
야간,II,"nighttime, during night"
야경,II,night view
야근,II,overwork
야단맞다,II,to be scolded
야단치다,II,to scold
야외,II,outdoors
야유회,II,picnic
약하다,II,to be weak
약혼,II,engagement
약혼자,II,fiance
얌전하다,II,"to be calm, to be gentle"
양념,II,"condiments, seasoning, spice"
양로원,II,nursing home
양반,II,"Yangban, nobility"
양보,II,"yielding, concession"
양쪽,II,both
얘,II,this person
어기다,II,to violate
어느새,II,"already, so soon"
어떠하다,II,to be such a one's thoughts
어떡하다,II,to be such a one's thoughts
어려움,II,"difficulty, hardship"
어린아이,II,children
어린이날,II,Children's day
어버이날,II,Parent's day
어색하다,II,to be awkward
어쨌든,II,anyway
어쩌다가,II,coincidentally
어쩌면,II,"maybe, possibly"
어쩐지,II,somehow
어차피,II,"after all, any way"
어학,II,language
어학연수,II,language training
어휘,II,vocabulary
억,II,billion
억양,II,accent
억지로,II,forcibly
언론,II,mass media
언론인,II,journalist
언어,II,language
언젠가,II,someday
얻다,II,to obtain
얻어먹다,II,to get treated
얼다,II,to freeze
얼룩,II,stain
얼른,II,"to be fast, to be quick"
엄격하다,II,to be strict
엄청나다,II,"to be tremendous, to be enormous"
업무,II,"work, job"
없애다,II,"to get rid of, to dispose of"
엉덩이,II,butt
엉뚱하다,II,"to be strange, to be bizarre"
엉망,II,"wreck, mess, ruin"
엊그제,II,a few days ago
에너지,II,energy
에이즈,II,aids
엔진,II,engine
엠티,II,membership training
여가,II,leisure
여고생,II,high school girl
여관,II,"hotel, inn"
여드름,II,acne
여럿,II,many
여름날,II,summer day
여성,II,female
여성복,II,women's clothing
여유,II,"spare, margin"
여전히,II,just as it was before
여쭈다,II,to ask politely
여행비,II,travel expenses
여행자,II,traveler
여행지,II,travel destination
역사적,II,being historical
역시,II,"as expected, after all"
역할,II,role
연결,II,connection
연구,II,research
연구소,II,research institute
연구실,II,research laboratory
연극,II,theater
연기,II,"delay, postponement, smoke, acting"
연도,II,year
연락,II,communication
연말,II,end of the year
연말연시,II,new years holidays
연상,II,"seniority, elder"
연속,II,continuity
연속극,II,"serial drama, soap opera"
연수,II,training
연애,II,"romance, courtship"
연애결혼,II,love marriage
연인,II,couple
연장,II,extension
연주,II,performance
연주회,II,concert
연하,II,"being a younger, younger person"
연하다,II,"to be soft, to supple"
연회비,II,annual fee
열대야,II,a very hot night
열람실,II,reading room
열흘,II,10 days
염색,II,dyeing
엿,II,(Korean traditional) candy
영수증,II,receipt
영양,II,nutrition
영양가,II,nutritional value
영양분,II,nutrients
영양소,II,nutrients
영양제,II,nutritional supplement
영업,II,sales
영업부,II,sales department
영역,II,area
영원히,II,"eternally, everlastingly, forever"
영향,II,impact
영화감독,II,film director
영화제,II,film festival
옆집,II,"a neighbor, the house next door"
예금,II,(bank) deposit
예매,II,"reservation, booking"
예방,II,prevention
예보,II,forecast
예상,II,expectation
예술,II,art
예습,II,"pre-view, preparation"
예식장,II,wedding hall
예의,II,"manner, etiquette"
예전,II,"past, old days"
예절,II,"manner, etiquette"
예정,II,plans
예측,II,forecast
옛,II,"old, ancient"
옛말,II,"old story, old speech, old tale"
오가다,II,to come and go
오늘날,II,today
오락,II,entertainment
오래되다,II,to be old
오랜,II,long time
오르내리다,II,to go up and down
오른손,II,right hand
오리엔테이션,II,orientation
오염,II,pollution
오토바이,II,motorcycle
오페라,II,opera
오피스텔,II,officetel(office + hotel)
오해,II,misunderstanding
오히려,II,rather
온,II,"all~, entire"
온갖,II,various kinds of
온도,II,temperature
온돌,II,Ondol (Korean traditional heating system)
온돌방,II,room with Ondol
온라인,II,online
온몸,II,whole-body
온천,II,hot spring
온천욕,II,hot spring bath
온통,II,"all, entire"
올리다,II,"to raise, to post"
올림픽,II,olympic
올바르다,II,"to be proper, to be honest"
옳다,II,to be correct
옷차림,II,"dress, clothing"
와인,II,wine
완성,II,completion
완전히,II,completely
왕,II,king
왕복,II,round trip
왕비,II,queen
왠지,II,for some reason
외가,II,maternal
외과,II,surgery department
외교관,II,diplomat
외동딸,II,only daughter
외동아들,II,only son
외래어,II,"loan word, borrowed word"
외로움,II,loneliness
외모,II,appearance
외식,II,eating out
외아들,II,only son
외우다,II,to memorize
외치다,II,"to scream, to shout"
요가,II,yoga
요구,II,request
요구르트,II,yogurt
요리법,II,recipe
요리사,II,chef
요새,II,"recently, these days"
요약,II,summary
요청,II,request
욕,II,abusive language
욕실,II,bathroom
욕심,II,greed
욕심쟁이,II,greedy person
용,II,dragon
용기,II,courage
용돈,II,"pocket money, allowance"
용서,II,forgiveness
우등상,II,honor prize
우리말,II,Korean language
우물,II,well
우수성,II,excellence
우승,II,"victory, championship"
우아하다,II,to be graceful
우연,II,"chance, accident"
우연히,II,coincidentally
우울증,II,depression
우울하다,II,to be depressed
우정,II,friendship
우주,II,space
우주여행,II,space travel
우편,II,post
우편물,II,post mail
우편배달,II,mail delivery
운,II,luck
운명,II,fate
운전기사,II,driver
운전면허,II,driver's license
운전자,II,driver
울보,II,crybaby
울음,II,"crying, tear"
웃어른,II,"superior, senior"
웃음,II,laughter
워낙,II,"very, basically"
원고,II,manuscript
원래,II,originally
원룸,II,studio apartment
원리,II,principle
원서,II,application
원숭이,II,monkey
원인,II,cause
월말,II,end of month
웨딩드레스,II,wedding dress
위대하다,II,to be great
위로,II,"consolation, comfort"
위반,II,violation
윗사람,II,"superior, senior"
유난히,II,"outstandingly, especially"
유니폼,II,uniform
유람선,II,cruise ship
유료,II,"being paid, being charged"
유리창,II,window glass
유머,II,humor
유명,II,being famous
유적지,II,historic site
유창하다,II,to be fluent
유치원,II,kindergarten
유쾌하다,II,"to be fun, to be cheerful"
유행어,II,buzzword
육식,II,being carnivorous
육아,II,childcare
윷놀이,II,"game of Yut, Yunnori"
은,II,silver
은혜,II,"favor, grace"
음력,II,lunar calendar
음료,II,"beverages, drink"
음성,II,voice
음식물,II,food and drink
음식점,II,restaurant
음악회,II,musical concert
음주,II,drinking
응급실,II,emergency room
응답,II,"response, answer"
응답자,II,respondents
응시자,II,examinee
응원,II,"cheering, support"
의견,II,opinion
의논,II,"consultation, discussion"
의류,II,clothing
의무,II,obligation
의문,II,question
의사소통,II,communication
의상,II,"clothing, costume"
의식주,II,"clothing, food, and housing"
의심,II,doubt
의외로,II,unexpectedly
의욕,II,motivation
의의,II,"significance, meaning, sense"
의지,II,will
의하다,II,to be based on
의학,II,(field of) medicine
의학적,II,being medical
이것저것,II,"this and that, various, everything"
이국적,II,"being exotic, being foreign"
이기다,II,to win
이기적,II,being selfish
이끌다,II,"to pull, to guide"
이내,II,soon
이다,II,is
이동,II,move
이따,II,later
이때,II,at this time
이러하다,II,"such, of this kind, of this sort"
이런저런,II,"this and that, various"
이루다,II,"to accomplish, to achieve, to compose"
이루어지다,II,"to be achieved, to be composed of"
이름나다,II,to become famous
이름표,II,name tag
이리,II,this way
이리저리,II,here and there
이마,II,forehead
이만,II,"this much of, at here"
이만큼,II,this much
이미,II,already
이미지,II,image
이민,II,immigrants
이별,II,farewell
이불,II,blanket
이비인후과,II,"otorhinolaryngology, ENT"
이삿짐,II,belongings when moving house
이상형,II,an ideal type of person
이성,II,"reason, the opposite sex"
이어지다,II,to be connected
이어폰,II,earphone
이외,II,"except, besides"
이용료,II,usage fee
이용자,II,user
이웃,II,neighborhood
이웃집,II,neighbor
이익,II,profit
이자,II,interest
이전,II,before
이제야,II,finally now
이하,II,"less than, below"
이해력,II,"comprehension, understanding"
이해심,II,"compassion, understanding"
이혼,II,divorce
이후,II,afterward
익숙하다,II,"well-known, familiar"
익히다,II,"to boil, to learn"
인간,II,human
인간관계,II,relationships
인간성,II,human nature
인간적,II,being human
인류,II,human race
인사말,II,greeting words
인상적,II,being impressive
인생,II,life
인쇄,II,printing
인쇄물,II,printed papers
인스턴트,II,instant food
인원,II,number of people
인정받다,II,"to be recognized, to be accepted"
인출기,II,ATM
인턴사원,II,intern
인하다,II,"to result from, to be caused by, to be due to"
일기장,II,diary
일단,II,"first of all, firstly"
일등,II,first place
일반,II,ordinary
일반인,II,ordinary people
일반적,II,being ordinary
일부,II,part
일부러,II,on purpose
일상,II,daily life
일상적,II,being daily
일생,II,lifetime
일시,II,temporary
일시불,II,lump-sum payment
일으키다,II,"to raise, to sit upright"
일자리,II,workplace
일정,II,schedule
일정하다,II,"to be uniform, to be constant"
일출,II,sunrise
일회용품,II,disposable product
읽히다,II,to be read
임산부,II,pregnant woman
임시,II,temporary
임신,II,pregnancy
입금,II,"deposit, payment on account"
입맛,II,appetite
입술,II,lips
입시,II,entrance examination
입장,II,admission
입장권,II,admission ticket
입장료,II,admission fee
입학시험,II,entrance examination
입히다,II,to dress someone up
잇다,II,"to connect, to tie, to continue"
잎,II,leaf
자격,II,qualification
자격증,II,"license, certificate"
자극적,II,"being provocative, being stimulating"
자꾸,II,frequently
자녀,II,child
자동,II,automatic
자라다,II,to grow up
자랑,II,"boast, brag, showing off"
자료실,II,"archive, reference room"
자막,II,subtitles
자매,II,sisters
자살,II,suicide
자세하다,II,"to be detailed, to be minute"
자세히,II,in detail
자식,II,"child, kid"
자신감,II,confidence
자연적,II,being natural
자외선,II,ultraviolet rays
자원,II,resource
자음,II,consonant
자존심,II,"self-esteem, pride"
자취,II,living alone
자판기,II,vending machine
작가,II,writer
작곡,II,composition
작문,II,"essay, writing"
작사,II,writing lyrics
작아지다,II,to get smaller
작업,II,"work, job, operation"
작품,II,"work, piece"
잔돈,II,"small money, small change"
잔디,II,grass
